,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
ERR3447014,8.5183,8.1659,0.5343,7.5285,9.7199,0.0,6.9724,6.7714,6.1853,6.7718,8.097,0.0,5.5977,5.0032,6.8717,7.6208,5.8598,6.7332,6.1846,6.8696,7.5353,4.2957,6.8401,0.0,7.5376,3.0737,5.5872,0.6247,4.6243,7.4956,6.4569,1.7577,1.5101,5.2266,6.0714,5.015,2.6455,4.1032,0.0006,3.1718,0.0,3.9987,5.3179,0.0,0.2512,5.9699,3.6733,4.7641,0.0,4.8695,1.6451,4.3872,0.0,0.7966,2.158,1.4801,5.6676,0.223,2.7437,4.9975,2.8785,0.0,3.8483,5.5512,2.5468,2.3887,4.3524,5.7348,0.0,0.0,0.0,0.0,0.9673,0.395,5.4447,2.0106,1.2769,4.2061,0.0,1.49,0.0,2.5992,0.0,2.1773,4.4573,0.0,0.0,2.5437,0.0,0.319,0.416,0.0,2.9338,0.0,0.0,0.0,0.0,2.1221,3.2771,1.6156,0.6504,0.0,0.0,1.5436,4.8932,2.9566,0.0,0.0743,3.0643,2.0704,0.6341,1.2585,0.1112,0.6563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736,0.0,2.5142,0.0,0.0,0.0,0.986,0.0,1.7703,1.5499,0.0,0.4101,0.0,0.0,1.3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447016,9.3633,8.8037,3.2165,7.6589,9.2059,5.3752,7.5324,7.9723,3.9222,7.3447,7.9093,2.7538,7.1311,5.8922,2.9434,5.8391,7.5846,5.801,4.2346,7.1978,9.1362,6.475,8.0679,7.822,8.8914,0.0,6.4512,7.0018,6.6755,4.6575,1.6862,3.2664,4.2481,7.6316,6.0274,1.6968,5.6969,7.2284,4.8584,5.1063,0.5133,6.5085,3.3034,0.0,4.4202,5.6938,5.7009,7.3506,0.0,6.3705,0.0,1.5386,0.0,4.3625,3.4056,3.9813,5.0477,1.7023,1.9432,6.3389,1.7063,0.0,4.8872,5.3941,2.5341,2.4399,2.2663,6.8121,0.0,0.0,0.0,3.5994,1.9357,0.6627,5.509,0.0,0.0158,2.9094,0.0,1.6666,2.024,2.5547,0.0,0.0,6.4265,0.0,0.0,7.8296,1.1664,3.5747,4.8953,0.3669,5.8386,0.0,0.0,0.0,0.0,3.5492,3.3357,2.779,2.12,5.1831,2.551,2.2449,4.6777,0.0109,3.8963,6.4642,4.3351,1.6875,1.3899,2.2115,1.6881,2.444,0.0,0.0,0.0,4.6296,0.0,0.0,3.9664,0.0,1.2941,0.0,0.0,1.0322,0.0,0.0083,1.4036,3.4014,0.0,0.0,0.0,2.4612,2.7644,3.8371,1.8651,0.0,2.5922,0.0,0.0,1.618,0.0397,0.0,0.0,3.0458,0.0,4.3295,0.0,0.0,0.1092,3.3607,0.0,0.0,1.1264,0.0,0.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447017,7.6469,8.2135,9.3284,8.0698,8.4635,0.963,6.7722,5.2469,1.7062,5.9342,5.1213,4.2237,7.168,6.7171,8.7035,6.3357,4.8183,7.4608,7.1458,5.7087,7.6651,3.8266,5.9029,5.8015,6.0558,1.8826,3.1355,5.0369,4.3817,7.0088,0.0,1.727,0.7627,6.004,6.326,4.9728,5.6394,5.6183,4.4557,3.7457,6.5015,5.5828,0.0,0.0,6.2497,0.9699,4.7115,3.4801,1.4381,2.4675,0.0,4.0968,5.9545,0.974,0.0802,6.4934,1.8275,1.4462,3.3885,2.9467,0.6597,6.2054,5.2558,4.4992,3.2067,3.1575,5.5646,3.2966,0.0,6.414,0.5658,2.4711,4.9583,0.3493,4.7099,0.1291,2.0344,4.4028,5.0763,1.7985,0.0,4.192,0.0924,0.0,4.1851,0.6351,0.0,3.888,0.0,2.6402,5.6498,0.0744,0.0,0.0,0.0,3.7759,2.418,0.0,3.1319,0.0,2.9822,1.3357,0.0,1.2597,0.1216,0.0,5.3575,2.4487,3.8287,1.4362,0.0,5.3699,0.6415,0.0,0.0,0.0,0.0,3.1528,3.2267,4.7105,0.5724,0.0,0.0,0.8788,2.3812,0.0,0.0,0.0,0.0824,0.1272,0.9016,0.0,0.0,0.4948,0.9054,0.0,0.0,0.1938,1.4246,0.0,0.1575,0.0,0.2598,0.0,0.0,0.0,0.0,0.2211,0.0,0.0,0.7711,0.0,0.0,0.0,0.0,0.4356,0.9846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447022,7.9941,7.2952,9.1882,7.8063,8.4367,6.4246,6.0366,4.6711,5.9434,4.6762,5.8471,2.1408,4.2314,1.9751,8.7829,3.2828,1.7701,6.3079,5.6524,5.7062,9.2326,3.9531,5.2338,5.199,7.5615,3.3012,1.6138,5.6527,4.3477,4.3519,4.6582,0.0,0.0,7.2428,3.1487,3.7937,1.8785,7.3753,6.915,1.4967,7.2438,7.5405,0.165,0.9427,1.7165,3.4303,1.2568,4.419,0.0,4.1144,1.6759,3.8704,0.4575,1.6318,2.7991,1.0856,4.7949,4.9622,0.0,1.5103,0.4506,1.0603,5.1142,4.6792,1.8037,5.4587,1.396,5.4706,0.0,6.2879,0.0,4.6047,4.0193,0.0,5.5807,0.0,0.0,4.2862,0.0,1.3738,0.0,4.6735,5.012,0.0,4.2038,0.0,0.0,5.5787,3.5288,0.0,5.0436,0.0,0.1351,0.0,2.0692,0.0671,0.0,3.4152,3.7689,0.4489,0.354,0.0,0.9661,4.258,0.0,0.72,1.6287,3.7615,3.5728,1.5817,0.0,3.0615,1.1524,0.9862,0.0,0.0,1.5008,2.0934,0.0,3.0666,1.1092,0.0,0.0,0.6662,1.6189,0.4468,0.0,0.0,1.4219,2.803,0.0,0.0,1.1619,0.0,2.0743,0.1766,1.1861,1.6702,3.8843,0.0,0.0,0.0,0.0,1.8281,0.0,0.5531,0.9794,0.1915,0.9956,0.0,1.7313,0.0,0.0,0.0,0.0,0.0,0.0,1.8985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0
ERR3447023,8.4062,7.9958,2.9142,6.1734,7.2855,6.2453,6.746,6.4481,3.131,6.9902,8.7499,1.0148,6.2948,5.5919,1.6529,2.531,2.5229,3.3753,6.0598,7.7253,7.9033,5.5752,6.5226,0.0,7.3099,2.9985,1.941,6.0101,5.8876,4.8117,5.9471,0.0,1.4692,5.2192,2.0639,1.7017,2.0304,6.7007,0.9352,2.7626,0.3876,7.1061,0.9764,0.0,1.7312,1.0505,2.0403,6.9981,0.0829,5.4696,3.4699,0.0,0.0,3.3138,3.1143,1.3277,4.5563,0.0,1.1025,4.8233,2.6412,0.0,5.789,2.97,6.4277,3.2306,1.3371,6.0275,0.0,6.5843,0.0,0.2484,2.3938,0.0,6.6387,1.7646,0.9712,6.0997,0.0,3.1111,0.0,1.3916,0.0,1.8434,0.0,0.0,0.0,2.8076,0.0,0.0,3.0107,4.3991,3.2267,0.0,3.0836,1.3112,0.0,1.9734,3.5662,0.9185,2.6561,0.0,0.0,3.0876,1.794,1.2844,0.0,4.599,2.8644,1.887,0.134,2.4695,1.7424,0.7693,0.0,0.0,0.6756,2.3669,0.0,0.6197,0.8056,0.0,1.2698,0.6057,1.853,0.0,0.7863,0.0,1.4775,3.472,0.0,0.0,0.0,1.3206,1.7386,2.1612,0.0,0.0,0.0,1.6437,0.0,0.2872,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9043,0.0,0.2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447024,10.6292,8.7936,0.2236,5.597,8.5964,1.2157,5.9861,7.478,0.9225,8.6405,1.1504,0.6053,7.4722,1.8155,0.4531,5.6264,2.0754,7.2526,9.0288,7.0608,6.7585,7.31,9.0685,0.0,2.3753,1.5759,1.5961,6.8533,5.4314,7.1697,3.6803,0.0,7.4412,2.5957,4.5528,0.7903,4.6552,4.9755,3.5918,3.2391,0.0,3.353,4.263,0.0,3.4176,0.0,4.2561,6.1324,0.0,6.5435,4.5012,0.0,0.0,6.9873,6.6907,0.0,2.2164,0.0,1.8228,5.9864,9.4806,0.0,6.6531,4.8069,5.735,4.5907,4.6124,4.9682,0.0,0.0,0.0,0.0,3.7923,4.2979,6.5087,0.0,0.0,7.6827,0.0,1.2016,0.0,0.2071,0.0,4.9999,0.2374,0.0,0.0,3.5307,0.0,0.0,0.0,0.0,3.7331,0.0,5.7905,0.0,0.0,3.6526,3.0603,4.0589,3.7394,0.4774,3.7316,5.6124,0.0,5.0496,0.0,6.7454,5.8205,3.8135,3.2917,1.3259,2.4956,3.6042,0.0,0.0,0.0,3.5493,0.0,0.0,0.0,0.0,0.0,1.9361,3.0912,1.7277,0.4537,2.9837,4.1299,0.7266,0.0,0.0,0.0,0.303,0.0,0.0791,4.891,0.0,2.2565,0.9048,3.2552,2.8091,0.0,0.9583,0.0,0.0,0.5527,0.0,1.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3397,2.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447025,9.8047,8.2255,8.7183,7.3422,8.1461,8.7777,6.1666,7.2954,6.9786,8.0486,5.6497,7.5471,7.0326,4.5221,3.9658,6.2218,0.7424,4.0098,7.0933,6.1552,9.4237,6.5745,8.855,5.3151,6.9133,2.9442,1.2046,7.2753,3.716,4.8047,0.7234,2.2967,0.8032,8.2612,6.0653,2.254,5.3572,6.8941,5.0524,3.5027,1.536,7.198,1.1295,1.1158,5.2603,6.191,3.5732,7.215,1.9779,6.3353,3.5197,0.5318,3.8804,0.8457,5.1293,3.5399,5.6863,1.8863,0.9749,5.1424,3.1645,0.0,2.8852,5.7734,1.4987,4.6841,3.2643,6.3701,0.0,2.5,0.0,5.0551,5.8238,0.7965,4.8929,0.0,0.0,6.4285,3.7532,0.714,0.0,3.4039,1.8653,0.8246,0.0,0.0,0.0,4.2861,0.0,0.1201,3.6139,0.0,5.6268,0.0,0.0,3.4538,0.0,1.6381,3.1137,1.0745,2.7857,0.9315,1.0183,2.8012,4.24,2.1242,3.8087,6.3083,4.7469,1.0867,1.9764,2.6049,1.9599,0.9766,0.0,0.0,0.0,2.7017,0.0,1.2468,0.2011,0.0,0.9273,1.2534,2.8803,1.3135,0.0,0.0,1.1275,1.6893,0.0,0.8998,5.0476,0.0,2.2929,2.7458,2.0441,0.0,3.7639,0.1216,0.3102,0.0,0.2468,0.0948,0.7678,0.0,0.0,0.0,0.0,0.0,2.0728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8846,3.1217,0.0,0.0,0.0,0.0,0.0,0.4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447026,7.272,8.8293,9.2562,7.7547,6.0909,0.4351,8.2213,6.5071,2.0937,7.6814,7.4994,1.7207,7.1167,4.0232,1.7581,8.2342,4.5835,6.6459,6.9499,6.0245,7.6075,3.6328,5.7706,5.2119,6.8986,2.179,6.8869,4.017,2.2277,6.1332,9.3703,0.0,1.0697,2.6327,5.9847,3.0604,2.0238,6.2234,0.5666,2.7978,6.3247,6.1738,0.2251,1.3,1.1027,0.0,3.9707,4.3676,3.2867,5.2305,1.0044,2.3617,3.3367,4.1266,3.4257,1.9611,4.9356,6.6171,0.0,3.3662,1.5063,6.6177,5.2084,1.9259,3.663,3.2623,1.7455,4.3023,0.0,4.6233,0.0,3.8316,1.7949,4.097,5.5139,1.8075,1.4018,5.1758,6.8644,0.0,0.0,3.5021,0.0,1.1994,2.4557,0.0,0.1563,3.8108,0.0,1.4232,4.4869,5.2601,0.0,0.0,0.0,5.0741,0.0,0.0,0.7457,0.0,1.6367,0.5821,0.0,3.9662,3.2808,0.0,1.6019,3.2178,2.7939,2.6672,0.0,1.4763,2.6275,0.0,0.0,0.0,0.0,3.3448,0.0,5.6228,2.9218,0.0,0.0,0.7447,2.978,0.0,0.0,0.0,2.3543,1.6904,0.0,0.0,0.0,3.4738,3.1341,0.0,2.491,1.0057,0.0,0.0,0.0,0.0,0.0,0.3105,0.0,0.0,0.0,0.1899,0.0,0.0,3.8868,0.0,0.0,0.0,1.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447027,7.7661,10.512,2.168,1.7096,5.8943,7.2862,1.4809,6.395,9.7262,1.8967,5.6167,2.2343,1.5044,5.9887,1.0223,0.0,0.0,1.8399,7.4278,0.7559,0.6744,8.2297,5.8269,0.0,1.4192,0.0,0.0,6.4024,0.0,5.5277,0.0,0.0752,8.6263,0.1489,1.7985,0.0,0.7204,2.4426,0.0,1.3915,0.0,0.3977,0.0361,0.0482,0.6259,0.5879,1.4489,5.5342,0.0,5.5729,8.9766,0.0,0.0,6.4988,5.7729,0.0,6.3003,0.0,1.1936,3.4929,6.8065,0.0,2.6745,2.0001,2.7576,0.0,5.6038,3.2193,0.0,0.0,0.0,0.0,3.645,4.6271,3.2006,0.0,0.0,4.8135,0.0,0.0,0.9834,0.0,0.0,2.5115,0.0,0.0,0.0,0.4248,3.6879,0.0,0.0,0.0,2.1867,0.0,2.1375,0.0,0.0,1.3174,2.3831,6.2129,2.9161,0.0,3.3766,0.063,3.6629,0.4533,0.0,0.0,0.4433,1.337,6.3306,0.3649,0.1176,5.9469,0.0,0.0,0.0,0.3749,0.0,0.0,0.0,0.0,2.6432,0.0,0.2098,0.0,0.0,1.2858,3.534,0.0,0.0,0.0,0.0,0.0,0.0,1.6742,0.3896,0.0,0.5649,6.7213,0.8006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818,0.9047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8257,0.198,0.0,0.0,0.5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0
ERR3447028,7.3692,7.2978,8.1381,8.4731,8.2642,2.292,7.4229,4.8719,0.7053,6.5156,3.5948,0.6643,7.4241,5.7966,9.0556,6.6992,4.2799,7.1736,6.5099,3.3184,7.5401,5.9619,5.3547,6.3175,5.7916,0.0,6.147,5.164,5.5551,7.2418,0.0,0.0,1.6909,5.8228,4.9719,6.5054,4.0967,5.9107,4.5791,3.1695,5.8336,4.6926,0.4959,0.0,5.339,2.7362,4.7294,3.1568,0.0,2.7693,0.0,4.399,6.2158,1.4665,1.833,3.1384,1.0775,3.1223,2.4323,2.9758,2.075,6.2842,6.0734,4.4504,5.7423,3.0731,4.1739,3.7005,0.0,5.2154,1.0791,0.9942,5.2945,0.8052,4.5412,0.0,1.7595,5.2288,2.6761,2.0142,0.0,6.0472,0.0,0.0,3.7454,0.0,0.0,1.7279,0.0,2.2932,5.588,0.0,0.0,0.0,0.0,0.4613,0.3261,0.0,3.402,0.0,2.0324,2.5344,0.0,3.8783,0.7814,0.3527,4.9117,1.5945,4.5945,0.892,0.0,4.392,0.0081,0.0,0.0,0.0,0.0,3.4433,2.6433,0.9941,0.1804,0.0,0.0,0.502,2.1369,0.2044,0.0,0.0,0.0,1.8425,0.2218,0.0,0.0,0.0217,0.1131,0.0,0.0,0.0,1.1862,0.0,1.1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.6262,0.0,0.0,0.0,0.0,0.0,1.8996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447029,10.8657,9.4048,2.9142,9.3565,5.0567,7.245,5.8661,5.1921,7.7056,8.4187,7.2033,0.179,6.6205,5.9505,9.1397,5.9901,8.0052,7.4795,7.8557,6.1297,7.4316,8.3752,7.7143,0.2625,5.5902,6.2368,7.6931,6.7916,6.8464,7.3455,0.0,0.8061,4.1327,5.336,5.3784,5.6481,3.0643,3.3897,0.9697,5.2565,6.6084,3.4882,0.9767,0.0,2.2945,6.7084,6.0438,6.9568,0.0,6.7475,3.4749,6.0473,0.7128,1.7793,4.3154,1.2215,6.283,0.0,3.2727,6.7519,5.9313,0.2373,7.2649,2.5322,7.2054,3.9399,4.9666,3.5951,0.0,2.5282,3.6032,0.0,5.0135,0.1913,4.0717,0.0,6.3481,6.1069,0.0,4.8268,0.0,4.4306,0.0,0.0,0.8261,0.0,0.0,1.2613,0.0,3.496,6.3586,0.1678,0.7045,0.0,0.0,0.0,0.0,0.0,3.8648,2.5724,3.4557,1.6386,1.175,5.564,4.7149,1.2025,0.5667,6.0603,1.9087,0.2733,0.1854,1.127,2.3422,2.0872,0.0,0.0,1.6128,1.0098,0.0,0.0,2.1752,0.0,0.1649,1.291,0.8473,0.0,0.0,0.161,0.6836,2.9673,0.3612,0.0,0.0,0.6489,1.1353,3.0323,0.0,0.0,0.4686,0.0,0.0,1.3819,0.2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447030,8.8036,7.5997,7.8292,9.605,8.653,8.2454,6.2948,7.0143,5.5388,7.5309,3.1911,4.0453,6.3683,6.5406,2.2655,7.251,2.9285,6.4114,7.6023,5.9134,7.7406,6.8409,7.4014,4.4863,7.0887,7.6073,2.388,6.641,5.6859,5.4734,7.9349,6.6699,0.3647,7.1455,4.3909,3.7956,5.9505,6.4402,5.1885,6.4595,5.6278,6.1292,6.1792,3.9023,5.6069,2.0932,2.3452,5.3461,0.0888,2.8605,1.314,4.9476,7.5907,4.7306,2.9852,3.3086,0.0,6.5475,3.0921,4.62,2.1528,3.549,2.2771,4.5544,2.4382,4.8763,2.4991,3.507,1.3482,4.2806,0.8656,5.4113,5.1846,0.0,5.6613,0.0,2.9252,5.4765,5.0633,3.2522,5.165,4.0933,2.768,0.0,1.4023,0.0,0.0,6.4505,1.3285,3.0014,4.4887,5.8973,1.9142,0.0,0.0,6.1028,0.0,2.344,3.1883,0.0,1.7574,3.9326,4.4482,1.5106,0.0,0.5188,7.1052,2.018,4.2183,0.8128,0.0,2.3208,1.1218,0.0,0.0,0.0,0.0,3.785,1.403,0.9409,2.9097,0.1492,2.4319,5.4285,1.8454,3.7589,0.0,3.5869,3.7167,2.3915,3.5413,1.9047,0.2382,0.0,1.8478,2.1136,0.0,2.8907,3.8133,0.0,0.6785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7377,0.0,0.0,1.1855,0.6853,0.0,0.0,1.4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1698,0.0,0.1641,0.0,0.0,0.9445,0.6281,0.0
ERR3447031,10.3122,8.5868,2.0454,8.0427,8.6621,5.6729,6.7972,4.7791,5.936,9.7624,8.2227,0.5166,7.8161,3.8508,3.7983,8.1074,7.2584,7.2138,7.6521,7.403,8.0566,6.8699,7.1981,6.9664,7.262,0.0,3.8778,6.5447,6.7181,6.5295,7.2818,0.7041,1.1944,7.4352,6.698,6.6147,3.25,5.7468,5.5713,5.944,0.0,4.8798,0.7903,0.0,4.9362,2.0024,5.2283,5.2792,0.0,4.5111,0.0,5.6609,0.2575,1.3866,2.678,6.1254,5.277,0.0,1.0377,5.2936,2.6671,4.8772,6.5005,5.9283,2.0336,5.1291,4.6095,4.3902,0.0,0.0,3.5171,5.0372,3.4326,0.0,4.3409,4.6371,5.1251,5.6951,0.0,4.5471,1.6214,4.0841,0.0,0.0,6.1264,0.0,1.7481,3.186,0.0,1.0782,5.6715,0.0,2.2669,0.0,0.0,0.0,8.0455,1.4895,4.9024,2.6018,4.1108,2.4743,0.0,1.817,0.6016,0.0,1.7497,4.2485,5.6664,2.01,0.0,2.6277,0.6971,0.0,0.0,0.0,8.3257,0.0,0.0,0.0,2.2263,0.0,0.0,2.7638,0.0,0.0,0.0,0.0,0.1571,3.2769,0.0,0.0,0.5718,0.6166,1.1387,0.0,0.9251,0.0,0.2355,0.0,0.2839,0.9181,0.0,0.0,0.0,1.0873,0.0,0.5331,0.0,0.0,0.0,0.2409,0.0,0.0,0.0,2.5233,0.0421,0.0,0.4392,0.0,0.0,0.0,0.0,0.9244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4686,0.0
ERR3447032,8.8872,7.3227,2.1493,8.6413,8.6168,8.7293,6.3272,6.6447,1.6671,6.9894,5.677,2.7377,4.9643,4.9289,8.6353,5.5693,6.392,7.4869,4.3318,5.8743,8.0325,7.1628,5.944,3.9259,8.0163,2.5283,2.6734,5.3545,7.157,7.5877,6.4071,1.9967,0.2361,5.8279,5.0827,6.6888,1.8134,5.4622,5.697,2.8361,1.5775,6.2484,6.8113,6.4445,6.411,5.1938,3.1647,5.5941,0.0,1.3594,0.0,4.72,0.0,3.1366,2.1804,4.986,1.3053,4.9277,0.0,6.0549,2.1266,0.7855,4.0552,6.6517,6.6176,3.6731,1.6088,2.5945,0.9749,0.0,5.265,1.4819,4.1211,0.0,4.0411,0.0,1.8078,4.5791,0.0,2.7247,2.7019,3.1316,0.2651,0.0,6.2635,0.0,0.0,0.595,0.1578,2.8966,3.7199,0.0,0.7362,4.3912,0.0,0.9042,2.8318,0.0,3.402,0.0,1.862,2.9041,0.0,3.7872,2.7251,0.0,2.3049,5.217,4.222,1.243,0.0,4.6379,0.0,0.0,0.0,0.0,4.7339,0.8602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,0.0,5.1315,1.7287,0.0,0.0,0.0,0.0,0.5892,0.7461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447033,7.6383,7.5114,8.3569,8.6015,8.3735,3.7346,5.9689,6.8555,5.9407,5.9866,5.6586,3.9298,3.4448,2.4937,4.6677,8.1738,5.822,6.495,4.2153,6.7178,8.3862,6.3296,5.5672,0.0,4.893,0.0,3.9194,4.9841,6.1083,6.9557,0.9256,0.0,0.0,1.735,4.7445,5.9376,2.4806,6.9882,4.9622,2.8421,5.8471,5.1375,1.4416,4.3722,2.7059,5.8729,1.954,4.7436,0.7214,5.3039,0.0,4.2864,1.0108,3.2547,3.8992,6.0237,4.1744,1.0216,0.0,3.9871,2.7247,6.0746,5.8764,5.3066,6.8073,5.6261,4.2248,3.1442,0.0,0.8278,0.0,6.4295,0.3682,2.1403,2.3991,0.1934,0.0,6.0164,0.0,0.0,0.0,3.2119,0.1491,0.0619,5.5642,4.7491,0.0,6.1857,1.0044,6.5063,5.6997,0.0,2.8153,0.0,0.0,1.2035,4.9242,1.8749,3.8903,1.933,3.4925,2.1995,0.0,2.4138,0.0,0.0,4.5994,3.86,5.2554,0.7724,0.7505,3.9612,0.0,0.0,0.3699,2.1237,0.0,2.9065,0.0,3.0859,0.0,0.0,0.0,0.0505,1.44,0.0,0.0,0.0,0.0,2.0802,1.7687,0.0,1.3629,0.0,3.6045,1.8965,2.4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7748,0.0,0.1502,2.4274,0.0,0.0,0.0,0.5633,0.0,1.1914,1.3433,0.0,0.2494,0.0,0.0,0.0,0.0,1.183,0.0,0.0,0.3294,0.0,0.0,0.0,0.0,0.0,0.0
ERR3447034,10.0619,8.9233,1.0677,9.7726,8.7594,9.4885,8.1684,7.4578,7.2163,8.1417,6.2581,3.7023,6.6785,6.9075,0.8202,6.9958,1.4047,9.4086,7.1028,5.2324,8.7892,8.1382,7.3041,0.0,9.2249,1.9979,4.6213,6.2756,8.4285,7.9387,5.6224,0.0,4.3921,2.5603,6.7787,8.327,4.9578,6.2048,2.0387,5.5047,0.0,5.5139,1.4432,0.0,6.875,1.0707,4.3512,5.7575,0.0,6.3935,2.0156,4.9187,0.0,5.0562,2.8659,1.4308,6.3284,0.175,0.1812,5.2844,5.9822,1.7665,3.3902,6.2289,6.6905,5.3149,5.4719,6.851,1.402,4.8089,0.4706,6.8054,4.852,2.0571,5.2547,1.4887,0.0,5.791,0.0,2.0424,3.854,3.5709,0.0,0.1133,4.8823,0.0,0.0801,4.2926,0.1443,4.2464,6.4524,0.0,1.9008,0.1058,0.4568,0.0,3.1576,0.6585,1.9052,3.0723,2.1937,3.695,2.4792,3.8908,3.2551,2.3525,3.2443,0.0593,3.1086,1.4525,4.2473,3.6013,4.9767,0.0,0.0,4.6161,0.0,5.2564,0.0,0.0,1.4243,0.0,1.39,1.8327,2.2201,0.0,0.0,1.818,1.1511,1.4784,0.0,0.0,0.0,0.537,2.8692,2.7116,1.9538,0.0,0.0,0.0,4.3214,0.3663,0.0,0.0,0.9728,0.0,0.0,0.9653,0.0,0.2085,3.3875,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,2.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
