,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
SRR15885190,9.6524,8.8624,1.8942,3.4273,3.7998,9.4718,0.9319,7.2662,0.9627,3.0798,3.7524,0.0,2.2842,0.9254,8.3568,0.8053,3.089,1.3522,6.8051,0.0,3.597,6.421,5.7339,0.0,0.0246,0.0,1.8111,3.9753,0.0,1.1057,0.0,1.3419,8.4324,4.5369,0.0,0.0,6.3192,1.1486,0.0,0.0198,0.0,0.4065,0.0,0.0,4.6255,7.1712,0.0,4.7789,0.0,3.3046,0.2986,0.0,0.0,5.2123,3.2586,0.0,5.3844,0.0,3.6108,0.7195,3.2679,0.0,2.7838,0.0,0.0,0.0,2.3341,4.7036,1.2676,0.0,1.7709,7.8122,0.0,2.4234,2.2592,0.0,0.0,3.6489,0.0,0.0,0.4559,0.0,0.0,1.5059,0.0,5.6179,0.0,0.0,1.1312,4.0872,1.4752,0.0,1.1733,0.0,0.0,0.0,0.0,0.6312,0.0,5.6088,3.2596,3.2973,1.928,0.0,0.0,0.4774,0.0,0.0,0.6437,1.3786,4.2802,2.286,0.0,1.5271,0.0,0.0,0.0,5.2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3044,0.0,2.0511,1.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9297,0.0,0.1725,3.0441,0.0,0.0,0.0,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,1.7416,0.0,0.0,1.4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885191,7.9041,10.2643,7.6996,8.3541,8.553,3.6077,2.9588,5.6542,5.5726,8.2449,9.3528,7.5721,7.3024,6.5504,4.6487,8.9238,4.9524,6.8686,8.7125,7.8841,9.1193,5.4833,6.1526,7.6254,5.1063,0.0,8.3351,4.6973,8.3034,8.7536,2.3545,1.7683,0.1537,1.164,4.337,6.1989,1.5463,6.9755,7.4066,3.777,1.8664,7.6486,0.7452,0.0,5.1519,2.3246,3.9377,6.44,0.0,5.669,0.0,2.8908,0.0,3.592,3.7683,5.2603,5.3794,3.7209,1.0409,6.3941,4.8146,4.2655,7.1628,3.1441,4.8109,4.1584,4.8047,5.6649,0.0,0.2685,0.0,5.5132,0.0145,0.0,6.6037,1.2974,0.0,6.2271,0.0,3.4562,2.238,5.4393,1.7262,0.8489,1.7219,0.0,0.0,6.2237,0.0,0.0,0.0525,0.0,2.6873,0.0,1.1924,0.0,0.0,2.9615,5.0625,1.4878,2.4734,1.8241,1.9875,6.4779,0.0,4.0895,3.5184,4.9156,5.0448,0.833,2.2774,6.1532,0.9334,0.0,0.4582,0.0,0.0,2.821,0.4149,0.0,0.0,0.0,4.0026,0.4629,3.3219,0.2824,0.7377,0.0,2.2268,2.7859,0.0,0.0,4.5649,0.0,2.1601,1.2412,0.7872,0.0,0.4205,0.0,0.0,0.0,0.1346,0.0,0.9286,0.0,0.9965,0.0,0.6764,0.0,0.0,0.0,0.0,1.0194,0.0,0.0,0.4744,0.0,0.3026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6254,0.0
SRR15885192,8.9262,10.6307,4.4682,7.4078,7.7121,4.306,6.9814,4.2428,6.1183,8.3487,9.1922,4.9995,8.7681,6.8587,4.065,9.1117,4.6509,6.0681,9.3687,8.8544,9.0451,6.1206,6.5548,0.2924,6.5073,2.2905,8.1081,5.9799,5.487,8.03,2.2514,4.2684,5.265,4.2925,7.1801,5.1785,1.4895,4.8411,3.5151,3.123,2.113,6.9124,0.1068,0.0,2.8895,2.1223,4.8372,6.1104,0.0,5.34,1.4416,4.5648,1.4735,2.723,2.2438,4.7453,5.247,1.1917,1.8647,4.6324,3.0255,1.4137,7.1602,3.9365,8.2456,4.744,4.8878,2.5802,0.0,2.6475,4.5741,0.4485,1.1551,0.0466,6.5391,1.2042,4.206,7.0197,3.6492,6.0364,0.0,4.9001,0.0,0.0841,1.9473,0.0,0.0,5.8876,0.0,1.0487,1.9045,0.0,5.0955,0.0,2.42,3.5831,0.0,0.0334,5.5028,0.3169,4.1946,1.9699,0.0,0.7161,5.4152,2.8793,2.1201,0.5382,5.9049,4.3443,0.572,4.0974,1.2237,1.0683,0.0,0.0,4.2582,3.3882,0.0,3.2308,1.8032,0.0,2.8101,2.639,5.7475,1.3994,1.5491,0.0781,3.4753,1.6716,0.8406,0.0,1.3088,0.1838,2.4425,0.8253,2.5441,0.0,1.144,0.6087,1.5527,1.4311,0.0,0.0,0.0,0.0,0.0,0.0,1.0362,0.0,0.0,0.0,0.0,0.0,0.0,1.3405,0.6088,0.6895,1.4644,0.0,0.0,0.0,0.0,1.8356,0.0,0.0,0.0,0.7791,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885193,6.085,4.6884,0.0,1.5471,0.9792,2.1458,1.5555,3.1069,3.1987,0.9871,2.6542,0.0,2.7357,0.0,1.2531,0.3675,1.3099,0.4929,1.4305,0.2854,1.9721,0.6204,0.4437,0.0,0.0,0.0,0.0,0.0,0.0,1.4287,0.0,0.0,0.0,0.3745,0.0,0.0,0.0,0.0361,0.0,0.0,0.0,0.0,0.572,0.0,0.0,0.7048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461,0.0,0.0,0.0,0.0,0.5924,0.0,0.0,0.0,0.0,0.8468,0.0,0.0,0.0,0.8171,0.0,0.0,0.0,0.0,0.0,0.5696,0.8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.1343,0.2134,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4209,0.0,0.0,1.2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885194,10.1075,8.8379,4.8293,8.4185,6.0924,4.4602,4.3907,5.0251,4.9074,8.7791,5.0174,0.571,2.8865,3.0751,3.5641,2.8407,3.4586,4.513,2.58,3.7776,4.5264,4.4906,3.4473,0.0,2.3246,2.186,1.0439,8.2883,1.4901,2.664,1.3133,0.9408,4.9382,3.91,1.8594,0.194,8.0921,2.505,1.1266,7.6774,0.0,1.2616,2.8326,0.6144,4.6081,2.0393,1.5473,6.7709,0.2788,3.5295,4.4733,0.8107,2.3985,1.2975,2.7948,1.1822,0.0,0.0,1.9296,0.0,5.7744,0.0,1.0997,4.5531,0.7963,0.0,0.4074,2.1288,0.0,1.0973,0.452,0.0,0.0,2.3032,2.8113,0.0,0.0,1.2429,0.0,0.0,0.0,0.0,0.0,0.2598,1.0936,0.0,0.0,2.7103,2.1221,1.9657,2.5415,2.1873,1.8768,0.0,0.0,1.0375,0.0,0.0,0.0,2.3522,1.2155,1.8218,2.3044,1.9222,0.6954,0.0,3.1347,0.0,0.9217,0.0,1.7507,5.212,3.4922,0.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739,1.4366,0.0,0.0,0.0,0.0,0.0,0.7662,0.0,0.0,0.0,0.0,0.4302,0.0,0.3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885195,8.9272,9.4935,9.4026,8.1879,8.5348,3.9977,7.1902,6.3342,2.2926,8.1046,8.6227,2.1295,7.2465,6.7557,8.456,4.5285,3.5896,9.3694,3.6394,6.999,6.9378,8.0651,6.5748,1.1688,6.3415,0.0,3.1083,7.5379,7.5647,6.2211,2.3386,0.6938,5.5646,3.924,7.2597,7.315,6.3709,6.3546,2.4759,3.8976,1.4331,4.9399,6.2945,0.0,6.7846,3.2986,1.3104,3.3294,0.0481,6.3941,0.0,2.4016,1.766,4.3884,3.55,2.1528,1.4271,10.204,0.0,5.0638,7.2402,0.2707,5.8109,4.0623,6.2703,3.2334,5.7956,7.1758,1.1055,0.0,0.2936,5.3413,2.4178,1.1465,4.0072,0.9563,0.0,6.0028,0.0,0.0,0.0,4.7148,0.0,2.22,3.8467,3.2294,0.0,2.4669,2.9329,4.111,5.5318,1.8055,2.1622,0.0,1.036,2.8215,0.4045,0.0,2.7591,1.5796,1.1308,3.589,0.0,1.8952,1.0714,2.2358,3.4207,0.0,2.1807,0.4905,1.4331,1.6449,0.57,0.0,0.0,2.3378,0.0,0.2308,0.0,1.2165,0.0,0.0,0.282,0.0,1.2111,0.0,1.4604,1.3382,1.5081,3.4981,0.1926,0.0,0.0,0.0,0.0,0.0,2.1357,0.0,0.0,0.0,0.0384,0.0,0.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.5344,0.0977,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885196,8.8765,7.9371,3.2992,8.2553,4.7068,3.5317,5.8596,4.6658,4.0077,7.1199,4.0911,6.0792,4.6972,4.3735,3.113,4.9413,1.0773,8.143,5.975,5.0654,3.4228,6.3284,6.0365,0.4553,5.5825,2.5852,4.6194,6.8156,9.6427,6.6458,1.4262,1.5304,0.0,3.3508,5.2825,6.895,2.215,4.6579,2.3262,2.5353,0.6805,6.0642,4.2522,7.2722,5.0602,1.3951,3.6293,6.7751,0.0,5.168,3.5787,2.4123,0.0,2.9483,3.7557,6.6019,2.4202,1.1121,0.5531,3.4808,6.1568,0.0,4.7951,2.7935,4.4404,3.2233,5.015,6.0399,0.0,0.0,0.0,8.1968,6.8979,2.3287,2.4332,1.5177,0.0,7.477,0.0,0.0,1.5602,0.6274,0.0,3.36,0.5882,0.0,0.0,2.7094,1.3018,2.9393,0.924,2.0129,3.2952,0.0,0.043,2.5273,0.3075,1.7991,4.0535,1.4686,0.8043,2.215,0.0,1.1556,0.9212,2.6792,0.2885,0.2338,1.983,3.5545,1.7688,2.3798,0.0,0.0,0.0,1.8462,0.0,0.0653,0.0,0.0477,0.0,0.0,3.9707,0.0,3.2864,0.5044,0.0,2.5149,0.1465,2.0528,0.0,0.0,1.7264,0.0,1.7184,0.0,0.0,0.0,0.0,0.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642,0.0,0.0,0.0,0.0,0.0,0.0,2.7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885197,9.1963,9.7947,3.3919,7.3785,10.2911,3.5656,9.2212,3.2906,10.3045,8.0393,7.7236,2.3213,6.192,5.4739,2.6044,6.2427,2.7393,6.727,7.9669,7.6785,8.8201,5.5729,8.7529,3.2311,7.1711,4.6501,3.356,4.473,2.8426,6.3464,4.2119,2.5034,1.8706,4.0512,6.2385,5.1054,3.1277,7.888,4.362,6.5209,4.5243,7.5124,2.0829,0.0,3.7731,3.0353,5.1988,6.6739,0.0072,5.9342,3.1019,3.0056,3.5663,0.0,5.2158,6.4341,3.5608,0.0,3.3914,6.5797,4.6844,2.7636,5.7352,7.0544,4.9823,4.9396,5.8259,5.6918,0.0,0.0,2.5227,0.7047,1.6421,1.2185,6.618,4.6917,3.7691,4.698,0.0,1.0641,1.7802,3.5942,0.0,0.0,1.9728,0.0,0.0,3.4284,0.0,0.6741,3.8411,0.0,7.6728,0.0,1.1231,0.0,0.0,2.6803,2.1771,1.9873,2.1262,1.7789,2.5185,2.0684,0.9595,3.6271,4.8024,5.3118,5.2991,5.1857,0.0,3.9212,3.9052,0.4644,0.0,0.0,0.0,3.0152,0.7275,2.6263,1.3828,0.0,0.696,1.3506,3.0613,0.0,1.1349,0.0,3.3398,4.4544,0.0,0.0,2.8159,2.0829,3.0316,0.7398,2.3735,0.0,0.6977,0.0,0.2347,1.8872,1.4045,1.1781,0.1803,0.0,0.0,0.803,0.0,0.0,0.0,0.7253,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.7363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885198,10.2856,10.0376,0.3359,6.0339,9.3676,0.0,7.7803,3.4473,11.4332,4.5437,7.3925,0.0,5.5625,4.1099,3.1398,3.7401,1.8491,8.1927,7.8908,6.9447,2.3413,7.3722,7.516,0.0,2.7515,1.494,5.256,6.4027,2.2048,7.0385,0.4141,2.336,4.2683,4.9612,2.093,0.0,0.603,1.5611,2.7653,0.0,0.0,1.5216,4.1893,0.0,1.7017,0.0,5.5485,6.0155,0.0,7.4041,2.3697,1.5138,0.7576,0.0,3.9515,0.0,3.8853,0.0,1.0454,5.8542,6.919,0.0,7.2397,2.4134,1.5458,0.1701,4.1198,6.9437,0.0,0.0,1.7144,5.9463,1.5175,2.9537,6.1823,0.0,2.9776,7.7446,0.0,0.5885,0.0,1.794,0.0,3.6918,0.0,0.0,0.0,3.9154,0.0,0.0,0.7929,0.0,7.1438,0.0,6.6296,0.0,0.0,2.7003,0.0,2.0919,1.1362,0.0,3.5797,1.6137,0.827,4.4304,0.0,0.2209,1.0551,6.7757,2.2197,2.0123,2.2505,4.2945,0.0,0.0,0.0,4.3534,0.0,0.0,0.0,0.0,1.5913,0.0,2.4744,0.119,0.8829,5.0942,2.4532,0.0,0.0,0.0,0.3101,0.0,0.0,0.0,1.2542,0.0,2.7476,0.0,2.4685,1.3958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885199,8.9666,8.3667,2.3597,6.805,5.1534,3.3622,4.4964,4.2465,7.0212,5.7838,2.7282,2.2664,7.0151,3.415,2.6776,6.7814,0.5072,5.6323,6.911,4.9522,7.7601,7.5049,7.2724,0.0,5.5208,1.0041,3.6469,5.3703,2.0631,5.9303,7.517,2.7828,0.3581,3.3026,3.2971,0.8068,0.5925,6.6497,2.0254,2.7387,0.584,7.6537,0.3852,0.0,5.4498,1.4189,1.4129,4.107,0.0,6.6705,0.7525,1.6459,0.0086,2.79,3.7487,0.9159,2.9864,1.2032,3.9914,0.5166,5.2747,8.1202,8.0621,4.3743,4.0701,4.8679,4.619,5.9235,0.0,3.0218,3.168,0.0,4.8701,0.0,8.2995,0.0,5.5922,5.4642,0.5797,5.8316,0.0,4.2629,0.0,0.0,0.0,0.0,0.0,1.978,0.0,0.0,2.0451,7.877,3.0308,0.0,2.5159,0.8205,0.0,0.8411,2.9165,2.0515,2.8064,1.3007,0.0,0.1537,0.4115,3.6839,1.8609,3.5285,6.2383,4.1799,0.0,4.291,2.5265,0.5564,0.8846,0.0,0.0,3.1064,0.0,1.2113,0.0,0.0,2.6176,6.5917,2.328,0.0,0.6682,0.5764,3.2561,1.5584,3.1936,0.216,0.0,2.0387,3.1271,1.9026,2.1702,0.6464,0.5051,0.1062,0.236,2.2699,0.0,0.4375,0.1072,0.0,0.0,1.21,0.005,0.0,0.0,1.0325,0.0,0.0,0.0,1.7683,0.0,6.1416,0.0,0.0,0.0,0.0,0.0,0.4426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885200,9.2203,8.7634,4.2045,5.0626,1.773,3.9353,2.6304,4.4148,11.7215,4.2495,7.74,1.2643,5.085,1.3492,4.1677,2.5838,3.3955,5.7707,6.3343,3.8291,3.8167,8.4398,4.4837,0.0,2.3433,0.0,1.859,5.5518,4.6125,6.8898,0.8919,3.9096,6.9789,1.162,3.8261,0.0,0.5514,3.9108,0.4893,3.9899,0.0,1.6407,4.8962,0.0,4.8663,0.9851,2.6762,5.0365,0.0,3.5014,3.4808,1.9339,0.0,2.4205,5.9357,0.0,2.7366,0.0,4.2585,1.1862,4.1366,0.0,1.3137,0.56,2.5254,0.0,2.878,3.0321,0.0,0.0,5.4784,0.0,0.0,1.9845,2.9742,0.0,5.6865,1.8581,0.0,4.1029,2.8685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7741,0.9663,1.6858,0.0,4.1251,0.0,3.2568,0.0,0.0,0.4869,1.1234,5.2112,2.3287,2.4562,3.2014,2.0239,1.792,6.8919,1.0632,0.0,1.3819,0.8306,2.6377,1.8123,1.1991,0.5719,0.0,0.0,2.224,0.3367,0.0,0.0,0.0,0.0,0.0,0.3957,0.0,1.1077,1.4408,0.0,2.1399,0.0,0.0,0.0,0.0,0.0,0.0,1.2248,1.2896,0.0,0.0,0.0,0.0,0.5342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3449,0.0,0.0,0.0,0.0,0.0,0.4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885201,9.3892,9.1905,0.0,3.6113,5.4603,2.7262,1.4122,4.1727,4.1793,2.8961,6.0173,3.5485,2.2614,1.2789,4.6937,1.4529,2.3458,8.2698,8.2568,2.1317,0.6872,7.1957,2.0342,0.0,0.2179,1.4382,0.8663,5.4876,0.0904,5.5865,0.0,0.0,3.147,0.5152,1.2567,0.0,0.0,1.0333,0.0,4.1132,0.0,0.0,3.9281,0.0612,3.2595,0.0,0.0,3.0887,0.0,1.9058,3.1929,1.2049,0.0,0.7513,4.494,0.0,0.7277,0.0,0.0,0.0,5.3705,0.0,0.5624,2.1774,0.705,0.0,0.0,2.1708,0.0,0.0,0.636,0.0,0.0,1.1262,2.98,3.7855,2.2103,4.1668,0.0,0.0926,0.0,0.0,0.0,1.2974,0.0,0.0,0.0,0.0,0.0,0.0,0.7629,0.2134,1.5941,0.0,3.245,0.0,0.0,0.0,0.0,2.1589,1.6044,1.0571,0.0,1.3611,0.0,5.1716,0.0,0.0,0.9995,1.4309,3.2052,2.0299,1.9399,0.0,0.0,0.0,0.0,5.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986,0.0,0.0,0.0,0.0,0.0,0.0,0.2885,0.5574,0.0,0.0,0.0,0.8017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885202,6.3687,3.6958,0.0,1.2256,1.1566,2.8576,1.4476,5.8457,3.0279,0.0,4.3024,0.0,0.8871,0.0,1.9198,1.0411,0.0,0.069,3.7675,1.9267,2.0734,5.14,0.7556,0.0,2.1961,0.0,0.1355,0.0,0.9189,5.3687,0.0,0.0,4.3857,0.6267,0.0,0.0,0.7012,1.8245,0.0,1.373,0.0,2.0527,3.8545,0.0,4.0885,0.0,0.0,2.7263,0.0,0.0,1.8384,0.0,0.0,0.5361,0.6145,0.0,0.0,0.0,1.1187,0.0,2.546,0.0,0.0,0.0,0.5599,0.0,0.0,2.1854,0.0,0.0,0.0,0.0,0.0,0.0,1.7202,0.0,0.9186,0.3411,0.0,1.6512,0.0,0.0,0.0,0.552,0.0,0.0,0.0,1.945,0.0,0.5109,0.0,0.0,1.6692,0.0,0.0,0.0,0.0,0.0,0.0,1.9452,1.1411,0.0,0.0,0.6058,0.0,7.4177,0.0,0.0,0.666,0.0,0.0,0.3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4753,0.0,0.4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885203,8.6832,6.3322,0.644,5.3574,7.3984,3.6237,2.3073,3.2525,8.627,4.557,4.1483,0.4451,4.6441,0.9195,2.5457,4.6361,1.5254,7.0286,8.6376,4.5153,6.8685,5.2523,7.0423,0.0,7.9894,0.1235,2.3313,4.3631,7.6507,7.8741,2.9117,1.4744,4.0603,3.8332,3.1751,3.9916,5.0978,7.9186,8.2708,2.2353,0.7766,8.3842,5.2565,0.1975,4.2984,0.3738,0.9284,2.37,0.0,4.2102,4.9883,2.2949,0.0,2.2492,4.0245,5.1581,3.7576,0.8074,0.0,5.9162,3.6246,0.0,6.4413,4.7011,5.0072,3.6653,1.4612,7.8903,0.0,0.0,1.2939,4.3119,1.0161,0.6724,6.8688,0.0,2.1248,5.3283,0.0,0.7851,0.3403,1.3269,2.305,0.0,0.5516,0.0,0.0,1.4651,0.0,1.115,1.9963,6.0565,6.1505,0.338,5.7337,0.0,0.0,1.9371,1.6237,2.5838,1.0705,2.3501,2.4768,4.3917,1.6863,3.8602,1.3218,4.7867,1.2883,3.6902,2.6475,4.4619,1.1374,0.0042,0.0,0.0,3.879,2.1756,0.0,0.0,2.5303,0.0,2.3704,0.0881,3.0315,0.0,0.0,1.5863,1.9414,2.5563,0.0,0.0,0.0,0.0,0.0,2.691,0.1725,0.0,2.3418,1.0098,0.0,0.7199,0.0,0.0,0.0,0.0,0.0,0.8688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1383,0.0,1.8336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885204,8.8233,10.4631,2.2409,7.1052,6.2089,5.0867,8.126,6.8675,10.3113,7.3815,8.5824,1.4817,9.5326,5.5219,4.6458,3.1069,3.3726,8.0258,8.1501,9.3658,7.3047,5.7065,6.4639,0.0,5.8395,0.0,4.3483,5.5454,6.7507,6.5856,4.3622,2.5023,4.8793,0.675,4.7564,4.1629,0.9687,5.161,2.2761,7.0255,0.0039,2.2858,5.7206,0.0,1.4563,0.1269,5.3485,4.9235,0.0,5.5763,2.2766,5.182,0.0,3.0351,3.2298,0.0,6.6284,0.0,0.876,4.4873,3.8567,5.3938,4.1577,3.5483,6.3282,3.5932,5.1807,4.7373,0.0,0.0,6.0767,3.949,4.3335,2.0183,7.9365,1.4785,7.2458,5.0258,0.0,5.6435,1.467,4.8031,0.0,0.0,5.1528,0.0,0.0,2.6222,0.0,0.5174,0.5659,0.0,5.4948,0.0,0.0,1.4312,0.0,1.1208,0.9867,1.6308,4.697,0.0,2.9358,0.0,0.0,4.7734,0.1158,1.1593,2.3913,2.2481,1.6799,3.8861,1.3881,0.0,0.0,0.0,0.0,2.5527,0.9163,0.0,0.0,0.0,1.143,4.8907,0.9089,3.1608,0.5609,3.1473,2.962,4.8563,3.1686,0.0,0.0,0.0,0.3714,1.0311,2.261,0.0,0.2352,0.0,0.0,0.1244,1.1685,1.7632,0.0,0.0906,0.0,0.0,0.0,0.1639,0.6201,0.0,0.3341,0.0,0.0,0.0,0.0,0.4393,0.0,0.0,0.0,0.0,1.463,2.9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4361,0.0
SRR15885205,9.4823,8.1912,0.0,5.0676,8.4553,3.5901,5.8142,4.8605,9.5742,6.3459,8.3218,0.0,5.8271,2.1189,6.6077,6.5175,3.6073,5.4088,7.7748,3.6468,7.3338,5.6579,9.8235,0.0,9.946,2.3924,4.7078,5.6543,6.2693,5.9727,2.7573,2.2064,3.0024,4.6846,5.9547,0.689,5.9123,9.2428,4.2201,5.6752,3.0668,8.4325,5.2964,0.0,4.6084,0.4163,2.7477,7.247,0.0,5.5535,2.7881,2.0025,0.0,0.0605,5.9819,1.4212,5.1168,0.0,3.486,6.5058,5.2347,0.0,6.0807,0.183,1.4418,2.481,0.0,9.5939,0.0,0.0,0.8248,0.0,4.0773,2.5033,6.8191,0.0,2.5208,5.6017,0.0,1.1084,2.792,0.9502,1.2197,0.1822,0.0,0.0,0.0,2.798,0.0,0.0,3.4831,0.0,4.7738,0.0,8.8725,0.289,0.0,4.2156,2.4003,4.5999,2.8196,3.9134,4.9249,4.4198,6.1194,1.3713,3.5766,5.8513,2.5981,3.1268,2.4469,3.1227,4.9132,3.5155,0.0,0.0,0.0,3.0053,0.0,0.0,5.0851,0.0,1.6634,3.1955,2.4441,2.6186,0.1884,3.5003,2.9881,2.6094,0.0,0.0,0.0,0.0,1.4493,5.341,0.0,0.0,2.8826,0.0,0.0233,0.3074,0.0,0.0,0.0,0.0,0.0,3.3912,0.0,0.0,0.0,3.8768,0.0,0.0,0.0,0.0,0.0,0.0,1.9762,0.0,0.0,0.0,0.9507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR15885206,9.1598,9.8975,6.1798,9.5305,8.7416,4.6749,7.8302,5.6948,9.825,8.7472,6.2828,6.5139,7.0373,7.2306,6.5574,8.7632,3.0959,8.4148,7.9438,6.025,9.4741,7.1962,8.5295,1.3152,6.9571,0.3453,8.147,7.4753,7.238,8.4712,3.1463,4.9764,4.8525,5.4811,5.6121,3.6123,5.3637,8.0059,4.0575,3.9488,2.8087,8.3305,4.0557,0.5199,6.1146,2.1324,7.5004,5.8794,0.0,5.3352,1.8012,4.1785,0.0,0.7004,5.4278,4.7551,2.5616,2.6831,5.1023,5.4498,4.0045,2.0254,6.2781,4.4131,1.4273,4.0832,6.0865,6.001,0.0,0.0,4.061,0.0,7.5836,3.7654,4.8963,0.0,6.1853,6.2374,1.6132,6.4569,2.8823,4.7099,0.9513,0.0063,0.4288,0.0,0.0,5.5132,0.0,1.0444,0.0,0.0,6.2163,0.0,4.2814,1.917,0.0,2.6077,2.0938,2.8479,2.6391,3.3188,1.6375,3.7495,2.2653,2.8252,4.783,6.2928,5.4545,2.5093,0.9158,3.7966,4.0786,2.5437,0.0,0.1076,3.3301,4.7861,0.0,1.3215,2.9631,0.0,4.2932,3.3193,2.2128,2.4761,2.9613,3.6789,1.27,2.6038,0.411,1.7554,0.0,0.0,3.1846,1.9565,0.96,0.0,2.4215,1.1914,0.4458,0.9006,0.2617,0.1617,0.0686,0.0,0.0,3.7488,1.0812,0.0,0.0,1.3946,0.0,0.0,0.5639,1.1397,0.0,0.0,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
