,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
SRR2143566,1532.5444,1409.7407,1096.5802,1353.1229,1033.4729,557.5791,732.5888,367.9217,911.5406,857.7758,650.4262,247.0288,366.379,325.2534,593.2332,447.2364,212.2642,447.6406,692.1646,336.8044,800.0969,579.093,904.0984,75.3274,468.3573,82.5047,95.3721,408.3624,122.5812,240.8003,155.2069,82.2708,0.0,48.7704,144.1462,128.2128,203.0798,180.8714,76.9414,563.8886,85.0154,173.9457,126.4302,103.8556,258.996,85.0442,43.8116,141.8882,0.0,57.5835,49.7861,82.8508,21.3131,108.1655,75.2542,21.6653,42.5468,14.1276,23.4988,102.035,68.1939,128.4591,67.3758,29.588,31.8165,37.9091,45.7609,43.1457,0.0,80.4655,505.0551,117.3445,35.0203,0.0,52.2727,1.6426,27.0284,42.0039,60.9417,20.3509,45.8898,7.5915,25.0967,50.3797,25.5196,109.666,0.0,31.2084,0.0,74.9398,44.4171,124.9054,41.0279,0.0,11.2816,0.0,0.0,0.0,2.5347,58.6129,6.0766,0.0,2.8169,6.7546,13.2393,44.4221,6.8118,0.0,2.0818,11.411,0.0,21.4647,5.1495,6.6873,1.831,8.2122,0.0,48.9013,23.2826,0.0,0.0,0.0,0.0,3.8159,0.0,22.6757,3.5057,4.8523,2.1344,0.0,1.3858,0.0,0.0,4.9008,0.0,0.0,2.6113,0.0,7.0868,11.9514,0.8897,0.0,0.0,0.0,1.5574,0.0,6.8507,4.4654,0.0,0.0,3.3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4146,0.0,0.0,0.0,3.3066,0.0,0.0,11.4056,0.5262,4.2035,0.0,4.4313,0.5673,336.4021,0.0,21.4063,0.0
SRR2143570,1372.4688,1404.4696,1008.0415,1242.9899,966.0934,571.2612,680.1635,442.2626,851.9235,799.5794,712.9916,216.6014,440.6446,343.7417,470.7632,458.9224,295.8751,404.542,638.1798,414.1212,730.36,465.7558,784.9432,73.9197,422.9232,55.3623,172.5921,312.168,102.13,211.8037,134.5356,88.4165,0.0,20.27,225.9304,97.2802,239.9542,146.9242,49.8473,528.5971,168.0485,139.1615,159.739,86.5051,265.6732,20.5249,58.3861,168.594,15.4059,17.761,73.9746,90.6377,38.6952,66.4844,62.1642,34.1553,1.7058,0.0,38.4842,40.965,18.9433,102.5001,39.2016,42.1926,0.0,8.7514,42.6303,14.7597,0.0,81.7109,541.1095,59.0818,38.0088,37.7001,87.9681,6.0473,27.2173,24.9127,126.0523,44.9193,48.9514,25.4695,20.5054,50.8821,35.3678,38.3275,10.9269,71.2319,0.0,87.8375,3.5234,106.6895,36.9397,0.0,21.8422,14.1114,0.0,0.0,5.2573,61.9238,9.8026,0.0,0.0,0.0,0.0,0.0,10.4122,0.0,5.9634,0.1725,0.0,30.0817,17.6501,5.8659,0.0,21.58,0.0,0.3782,10.6074,0.0,0.0,0.0,0.0,11.0656,0.0,30.3773,3.4244,2.092,2.1818,3.3163,1.5265,0.0,0.0,2.4986,0.0,2.9729,3.1486,0.0,5.1182,15.4689,0.7311,0.0,0.0,0.0,1.3323,0.0,6.3163,3.1015,0.0,0.0,6.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8816,0.0,0.0,0.0,3.6414,0.0,0.0,23.3754,0.0,8.1257,0.0,4.4306,1.1971,393.25,0.1428,24.1745,0.0
SRR2143574,5924.7427,6561.957,4233.7686,5210.24,4078.4512,3761.5051,2532.683,2455.2888,3629.4417,3223.3875,3338.7842,850.9966,2343.6382,1316.2592,2068.8909,1938.0197,1411.6143,1494.923,2774.0369,2118.7058,2857.3582,2195.8315,3078.2505,19.1347,1213.2947,129.5032,964.7912,641.4306,318.558,725.2297,447.1684,524.7154,0.0,14.5117,1089.6937,239.7346,692.9524,372.8801,63.8744,1404.1266,841.212,480.2931,573.0932,23.7485,497.1918,17.1523,185.5684,774.515,13.4558,50.3221,458.9464,81.9579,162.3043,575.616,371.839,62.7691,40.9497,0.0,183.3888,0.0,99.0031,0.0,0.0,105.533,0.0,0.0,148.2137,57.5654,0.0,0.0,4720.6353,0.0,55.3179,0.0,363.8425,0.6071,122.0889,18.9712,296.6824,240.2906,26.8951,56.4665,57.3808,247.0865,0.0,0.0,0.0,308.9168,0.0,6.4343,0.0,0.0,154.0259,0.0,38.6922,0.0,0.0,0.0,3.2198,404.903,58.9172,0.0,0.0,0.0,0.0,0.0,4.1287,0.0,0.0,19.9946,0.0,154.7595,56.3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.195,0.0,110.1368,4.6427,3.8614,23.51,16.0922,0.0,0.0,0.0,0.0,0.0,17.0964,9.8921,0.0,0.0,98.4435,13.1947,0.0,0.0,0.0,4.3893,2.6209,7.0862,0.0,0.0,0.0,31.6864,2.7007,2.0838,0.0,0.0,0.0,0.0,0.0,0.0,2.306,0.0,0.0,7.8885,0.0,0.0,0.0,0.0,31.5507,6.1674,18.1535,3.5704,738.1615,0.753,0.0,0.0
SRR2143577,2018.243,1828.2697,1516.8512,1832.3052,1425.5238,784.6368,1007.565,505.4058,1215.16,1186.6161,850.0798,396.8252,497.622,451.721,807.3175,621.5592,269.9402,650.4946,919.36,447.313,1118.7935,794.1411,1199.468,135.8798,653.301,182.0208,137.9158,492.8882,234.8038,381.3294,254.5614,120.383,0.0,128.8919,180.8586,244.6314,254.9627,307.6559,181.4016,737.7844,99.02,305.6558,162.8474,152.2857,340.5874,156.252,104.959,212.5024,0.0,89.854,56.1484,135.0993,46.5192,113.1117,55.6717,60.4493,59.9568,59.4574,59.8276,142.8717,69.3308,160.1445,115.1407,87.871,67.2497,78.3767,81.4216,77.2634,0.0,66.5558,861.4185,116.1952,61.3917,0.0,94.7598,11.8802,45.1845,114.1952,48.7834,52.124,90.6084,41.6302,73.2265,29.6767,65.9602,47.6219,53.4786,58.9869,0.0,107.4939,88.1917,143.2583,43.6865,36.5677,35.4476,11.7088,18.5329,26.9511,20.6035,21.6535,11.3607,0.0,0.0,20.5877,39.2781,23.1122,22.3029,0.0,20.9009,2.0359,0.0,24.6563,19.5005,20.3875,14.6385,26.9859,0.0,74.4056,33.0416,0.0,4.9073,3.6708,4.094,11.2209,5.8806,18.6969,4.0754,14.1851,2.9221,13.1087,3.3681,6.8911,1.3131,8.312,1.5757,3.1087,4.8594,0.0,17.5622,9.7572,2.2422,0.0,0.0,0.0,3.7563,0.0,9.0397,6.7085,0.0,0.0,1.9999,0.998,0.0,0.0,0.0,0.0,0.0,0.0,2.515,0.0,0.0,0.0,3.9509,0.0,0.0,17.7942,1.2741,2.975,0.0,4.0291,0.743,340.8842,0.2368,32.3644,0.0
SRR2143578,4634.326,4046.3313,3223.618,3950.5137,2991.2808,2120.8418,1974.6956,1046.9883,2578.9133,2421.701,1676.2871,758.9992,987.6959,756.2582,2004.982,1172.7587,356.385,1262.8517,2057.607,833.1638,2270.3127,2028.637,2665.271,102.042,1128.2399,273.1531,145.0288,1044.535,374.4438,683.9644,458.1117,186.4229,0.0,212.1938,170.0846,401.9086,264.1696,502.4096,244.7326,1211.2495,11.5436,542.7214,176.1342,137.1022,374.4398,431.0515,71.3479,309.7474,0.0,241.7427,45.2029,75.6728,40.8188,501.3228,241.8488,21.3574,244.3293,74.3551,7.4162,337.3219,324.1116,172.7489,144.2367,29.6249,176.9063,98.1305,138.1001,181.6616,0.0,0.0,2503.5242,351.6798,45.3383,0.0,35.6105,7.7738,65.7462,148.3729,0.0,0.0,37.2902,0.0,27.509,150.9753,0.0,274.3266,0.0,0.0,0.0,9.5499,174.4508,126.3481,117.3425,0.0,0.0,0.0,0.0,0.0,0.0,152.7569,9.7165,0.0,30.9992,113.5204,60.9949,244.1763,8.6125,0.0,0.0,68.7855,0.0,34.0069,0.0,3.4037,0.0,0.0,0.0,165.2974,45.4913,0.0,0.0,5.5203,0.0,0.0,0.0,25.6807,4.1259,17.6989,4.1738,0.0,3.5272,0.0,0.0,5.1181,0.0,0.0,7.4603,0.0,5.2108,25.3336,6.9744,13.1242,0.0,0.0,1.4366,0.0,8.6522,6.5614,0.0,0.0,0.3516,1.0925,0.142,12.8469,0.0,22.4734,0.0,0.0,0.0,0.0,0.0,9.7647,2.6951,12.6509,0.0,0.0,1.071,4.0097,0.776,6.0661,0.0,259.3299,0.0,0.0,0.0
SRR2143579,661.2748,627.2521,453.7032,582.9094,435.1107,119.0878,339.5906,136.7289,410.7185,372.3767,306.5441,73.5782,147.7853,161.608,217.6933,199.7559,121.7657,184.7809,298.1972,152.1093,343.8836,196.4195,406.2727,38.781,243.2422,5.4041,42.9157,245.9264,21.5366,85.7324,47.0142,39.0059,0.0,0.0,90.8669,23.3442,147.4961,60.7974,2.2131,337.7144,63.2437,43.2875,85.7267,78.7316,185.1878,0.0,5.3098,62.9336,5.4241,13.3803,39.9499,55.2569,0.0,35.7397,48.1198,2.746,3.1112,0.0,5.4961,47.5619,27.1388,102.5698,35.4437,0.067,0.0,14.0192,11.3881,5.5042,0.0,119.3878,0.0,77.4761,20.7404,80.0314,25.2176,0.0,8.8112,0.0,83.7314,5.1036,27.1056,0.0,4.9518,40.1419,14.5581,110.7701,0.0,18.3563,9.0848,67.1615,7.6439,111.2428,26.3587,0.0,9.5391,0.1267,0.0,0.0,0.0,51.1751,0.8383,0.0,8.2779,0.0,0.0,26.618,1.3583,0.0,0.0,6.8182,3.3914,13.3576,3.3265,4.3559,2.6204,11.4627,0.0,25.6838,16.3044,0.0,0.0,0.0,0.0,3.95,0.0,21.2418,3.3298,0.0,0.7739,0.0,0.7309,0.0,0.0,4.312,0.0,0.0,1.0621,0.0,4.1917,7.3492,0.0,0.0,0.0,0.0,0.1099,0.2044,4.727,3.1202,1.1872,0.0,3.6178,0.0,0.0,0.0,3.5993,0.0,0.0,0.0,2.1123,0.0,0.0,0.0,2.6156,0.0,3.1843,19.3554,0.4085,4.921,0.0,3.1653,0.7787,319.2706,0.0,23.913,0.4963
SRR2143580,5308.3975,4841.4053,3945.0413,4742.377,3696.5488,2552.1184,2478.39,1443.7917,3068.9534,3020.8394,2190.9158,1051.956,1384.0339,1083.5691,2218.116,1576.9071,641.9997,1639.0024,2422.1987,1195.9518,2832.576,2250.7175,3057.4583,261.6821,1470.0377,466.3953,386.0502,1039.6919,621.4196,966.9055,649.3476,207.1863,0.0,351.2998,411.291,640.3024,460.9034,752.214,470.2522,1538.3926,204.1297,792.3058,336.5379,214.4142,599.4836,479.5762,268.3462,518.6898,0.0,236.7482,30.4546,241.5488,103.1771,354.5907,145.4534,155.7555,202.6767,125.2032,120.9484,326.2094,217.0794,163.9708,209.4475,225.3169,209.6702,143.9353,220.2516,202.4438,0.0,0.0,3269.127,212.8742,116.0288,0.0,217.6082,49.7697,100.8596,307.1874,0.0,101.1406,194.02,105.3112,115.0389,74.5701,113.8326,0.0,139.6686,129.0581,0.0,157.9658,206.8606,97.2746,102.4422,62.5799,58.1758,0.0,62.4392,52.5147,53.9473,26.3156,30.7669,0.0,0.0,78.227,94.6375,52.3186,50.9473,0.0,51.8767,17.1551,0.0,60.198,37.6969,47.3061,7.7274,30.5514,0.0,134.6725,69.5883,0.0,15.8586,4.3862,23.9804,2.6413,22.8269,27.6096,6.1531,44.2467,7.1903,40.1478,8.7784,0.0,13.051,10.749,6.7963,9.6563,14.2724,0.0,33.546,27.6666,10.2014,8.2355,0.0,0.0,7.9374,0.0,13.7576,10.0252,0.0,0.7323,0.9588,4.2346,1.5907,0.0,0.0,1.653,4.2139,0.0,2.7258,0.7184,0.0,0.0,6.6024,0.0,0.0,0.0,1.1333,13.0855,0.0,7.3387,1.1029,364.5662,0.3093,46.1675,0.0
SRR2143581,1204.2377,1112.7705,886.7194,1088.7781,838.5224,374.8487,616.0464,286.834,721.4365,706.4968,532.4558,210.4352,294.1606,288.5053,449.7742,379.0366,191.7914,377.9897,551.9324,276.8458,660.6393,430.792,725.0944,91.3882,414.0172,73.2504,89.8172,347.7098,114.5227,210.6326,139.9834,41.6216,0.0,44.1017,136.8548,119.961,199.845,164.7945,73.8241,507.3159,90.0241,148.2011,122.0234,94.7362,259.057,60.656,55.0154,120.5875,3.5881,33.9033,20.5953,97.3499,29.8381,37.7353,42.4701,35.2067,18.1899,25.3258,19.7151,83.9961,34.4836,142.3197,72.2196,42.7657,26.896,41.6615,41.5541,24.821,0.0,73.2476,284.1023,96.6,36.8592,45.2622,61.8327,12.0275,20.4729,43.133,90.6599,20.9713,56.9606,23.9825,13.3361,31.3448,42.6704,99.4491,17.5628,44.9267,0.0,97.7399,42.7232,142.8281,28.3388,6.6206,15.8053,10.3534,0.0,0.0,7.7844,27.0052,6.5998,0.0,0.0,0.0,15.8074,8.0918,12.0606,0.0,8.8846,3.3442,0.0,20.1421,12.6789,9.773,11.3584,24.9571,0.0,40.9994,32.4538,2.6294,0.0,0.0,0.0,8.7292,0.0,20.827,3.9065,4.352,0.1483,3.6075,2.6959,1.6385,0.0,6.9766,0.0,1.7216,3.8166,0.0,10.0072,6.653,0.4918,0.0,0.0,0.0,1.7292,0.0,6.5629,5.1283,0.0,0.0,2.3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0772,0.0,0.0,0.0,3.5315,0.0,0.0,23.0016,0.5609,5.5525,0.0,3.4971,0.677,341.876,0.0,31.5604,0.0088
SRR2143584,2958.8752,2747.394,2311.0093,2726.4392,2145.2888,1305.474,1486.1312,838.0374,1764.2728,1776.3243,1299.6151,659.3473,818.7296,673.3766,1184.3251,956.6678,426.0682,988.5321,1367.262,713.9856,1670.0966,1187.4703,1720.0323,269.2136,911.7159,262.399,254.401,638.325,393.2861,588.0052,482.3352,140.3762,0.0,246.6294,288.4112,414.7091,331.2222,468.1867,235.8811,996.6777,199.2628,462.007,181.1344,78.5691,423.592,235.5482,191.055,294.9229,77.8878,76.0144,39.896,187.093,263.723,86.1464,21.659,113.4059,45.7241,290.8766,59.6616,158.8992,35.9717,428.4556,205.1619,120.2655,140.8805,143.1035,129.4655,73.3844,0.0,0.0,1643.3263,214.0295,71.747,0.0,157.8195,59.0076,73.5175,178.8274,159.6825,84.3048,24.2958,79.0774,36.0139,3.1344,99.7928,303.5332,56.9205,111.0205,0.0,98.253,154.8296,413.9346,21.3594,15.6822,0.0,46.3922,17.5991,0.0,29.6003,0.0,22.4116,0.0,0.0,0.8693,47.6685,0.0,44.1449,0.0,43.3984,0.0,0.0,28.6353,25.9207,0.0,21.3372,26.7413,0.0,70.7206,46.9271,17.8645,11.5042,5.141,0.0,24.238,17.4963,17.3809,0.0,1.424,0.0,12.4402,9.0358,0.0,0.0,9.1901,5.8665,3.6778,7.7687,0.0,1.8857,0.0,1.4801,0.0,0.0,0.0,3.5192,0.0,9.9992,9.5936,0.0,0.6667,2.2454,0.0,0.1578,0.0,0.0,0.0,0.0,0.0,2.8264,0.0,0.0,0.0,2.6642,0.0,0.0,21.56,0.3479,0.0,0.0,0.6985,0.0,378.1925,0.0,0.0,0.0
SRR2143586,847.6143,792.1217,646.4682,798.1018,624.0974,187.0328,484.6328,201.8238,543.7516,537.987,406.1106,157.2465,213.3738,245.5154,294.152,298.9295,169.6104,295.2141,393.9528,213.762,506.496,268.1045,532.1895,83.0074,360.3105,80.5524,79.7084,271.077,98.1148,173.7753,93.971,62.3861,0.0,34.4877,129.4993,96.9881,200.8833,146.5944,90.422,448.127,84.9483,130.739,131.645,136.82,262.8546,31.6101,60.5456,118.7717,0.0,31.9142,47.2369,108.8381,0.0,11.5043,25.1115,41.3995,6.6051,0.0,43.2363,67.3747,10.7775,81.5098,58.1256,64.2037,4.3473,33.8037,33.8278,28.2014,0.0,120.4553,45.5289,38.9546,46.3413,98.3808,73.2828,7.2745,18.9904,48.6244,82.9524,38.1775,97.5458,38.5144,53.0689,15.4409,62.0958,0.0,55.5126,56.9235,2.3082,120.5921,29.7304,80.8354,29.1049,50.4473,52.3523,24.3308,19.2917,31.01,18.0849,17.3131,9.3085,0.0,0.0,0.0,17.2594,0.0,18.3254,0.0,15.5104,0.0,0.0,22.7521,26.0233,31.0141,22.9766,45.4357,0.0,36.7101,27.222,0.0,3.1275,0.0,4.004,15.5555,3.4491,18.6218,6.6581,9.6903,4.8164,13.3676,3.4966,6.7467,10.6345,10.0733,2.6091,6.8943,5.5771,4.6757,20.7315,4.949,1.804,0.0,0.0,0.0,4.0063,1.4385,6.6104,6.4187,2.4701,0.0,0.5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8346,0.0,0.0,0.0,4.5987,0.0,0.0,32.7683,1.2507,5.3418,0.0,3.5146,0.5569,339.6182,0.0745,52.7428,0.0
SRR2143587,901.0953,846.4732,639.8521,802.425,608.3544,236.6959,455.8706,204.6276,560.0451,514.2572,407.8188,127.7954,212.0024,211.948,318.6592,274.1369,151.923,263.3662,407.1889,207.3344,478.3588,297.5804,544.6984,54.3894,314.0178,34.4827,59.5418,290.167,54.4274,133.8135,82.784,69.64,0.0,10.3529,110.2346,56.5198,168.0542,100.2519,28.08,409.2348,73.6958,86.9156,98.5888,94.1854,211.5058,21.2455,19.4945,91.1996,8.6405,27.5232,58.8207,66.0995,13.6941,57.2393,53.967,8.6617,12.2141,1.2243,16.7075,61.5156,33.6342,121.6195,47.7804,10.834,2.6678,24.5333,20.8632,19.372,0.0,129.4224,80.0365,87.3819,27.1472,61.8678,37.3888,0.0,17.0283,9.6366,82.2069,16.7133,31.6997,1.5707,22.6752,38.7771,21.8181,115.5885,0.0,25.617,14.2974,68.2273,19.9112,127.2992,30.3214,0.0,13.0915,2.6649,0.0,0.0,0.0,54.3935,3.7247,0.0,14.5427,0.0,2.0446,29.202,5.1103,0.0,0.0,7.0519,0.0,17.1706,7.0232,5.1851,5.058,12.1655,0.0,33.4318,15.2928,0.0,0.0,0.0,0.0,7.079,0.0,21.3055,3.8868,0.0,1.9653,0.0,1.0747,0.6564,0.0,5.5846,0.0,0.0,1.8784,0.0,6.0388,7.6823,0.0,0.0,0.0,0.0,1.1804,0.0,5.5478,4.3843,0.0,0.0,3.3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3021,0.0,0.0,0.0,3.0558,0.0,1.3662,17.8682,0.7061,3.6084,0.0,3.5924,0.797,327.7445,0.0,21.1637,0.0
SRR2143588,821.4596,722.3448,624.7482,769.1681,596.2186,148.2039,467.9084,158.5092,540.0468,515.8882,352.9242,154.5944,167.3682,219.3216,301.3499,270.4034,127.0727,287.684,372.2717,168.7411,493.3604,270.9187,526.2971,77.5486,357.9447,93.0389,41.9266,287.7315,94.4295,169.1304,95.0534,104.7564,0.0,48.493,91.1913,96.5621,178.0955,149.158,93.9863,441.0856,48.3885,138.2893,107.9911,157.1192,246.7529,44.8049,46.0926,108.7251,5.7181,49.5443,80.2123,95.8764,0.0,44.1765,30.4864,26.7897,18.5543,0.4252,46.1251,82.5465,26.4273,106.2283,69.7266,48.5767,9.5674,49.0953,29.8034,44.0706,0.0,172.6987,0.0,59.6051,45.7586,86.8643,54.8652,0.0,24.496,50.6531,55.0818,38.6892,79.2505,22.8445,80.5696,14.1633,53.5962,26.5693,37.7299,35.3246,62.2213,94.5655,42.7091,103.2154,31.9413,43.0623,50.5229,19.301,15.4777,44.7826,15.2558,26.6363,6.734,0.0,24.462,9.9154,21.2217,19.0914,18.104,0.0,13.9609,0.0,0.0,17.5353,22.3313,27.7804,22.709,32.0544,0.0,58.0378,16.7538,0.0,5.8702,7.0519,0.0,15.013,3.5194,14.5438,6.4095,7.0984,5.0193,8.9905,3.165,13.584,7.2627,10.5109,3.075,4.7776,3.4736,13.1744,19.8213,2.4964,1.085,0.0,0.0,1.6474,3.4087,0.0,6.2159,7.36,4.6442,0.0,0.5633,0.2822,0.0,0.0,0.0,0.7608,0.0,0.0,3.9801,0.0,0.0,0.0,3.3791,0.0354,0.4836,25.1385,2.064,1.0818,0.0,1.9562,0.43,311.6109,0.0,39.5044,0.0
SRR2143589,3094.2615,2755.5217,2320.5093,2783.9038,2163.5017,1318.4034,1492.8057,767.1462,1814.9045,1786.3732,1238.2527,627.0988,743.8582,641.1952,1289.4208,917.1868,348.01,985.0699,1403.5665,646.3222,1687.9452,1286.9933,1819.5356,195.021,930.1131,283.9362,183.75,704.7984,372.5117,582.0559,409.9852,143.7145,0.0,224.3892,215.9936,393.5886,300.4617,467.7524,277.2534,1005.8701,100.814,475.5523,189.4372,164.4408,416.1554,284.6317,153.4259,291.8694,0.0,143.8424,34.9593,166.5455,99.9725,189.0363,75.4627,86.7533,112.4367,138.1282,68.6197,222.3265,123.0895,235.6773,175.1226,118.9546,133.2736,126.6338,127.794,122.678,0.0,0.0,1597.1827,190.5936,76.8972,0.0,117.1235,24.5347,65.378,183.4554,13.9201,58.1975,95.6955,52.228,83.4509,36.7719,78.4252,106.7818,64.1709,63.0466,0.0,107.0035,152.1607,202.7176,56.8757,40.3412,22.8196,5.1348,32.4155,32.0685,28.1631,9.621,14.8343,0.0,0.0,50.0921,66.9054,49.0634,32.4732,0.0,31.2301,9.9086,0.0,28.6018,18.6411,16.3174,15.2044,16.943,0.0,116.3976,48.7395,1.1126,12.5898,10.3027,7.2008,7.4826,13.7561,16.52,3.1829,19.2353,1.3822,16.7953,5.4586,10.0507,1.7091,9.7988,4.3134,2.5147,5.856,0.0,18.6264,9.6801,3.1942,3.5547,0.0,0.0,3.9443,0.0,10.2457,8.5322,0.0,0.0,1.5681,2.3416,0.2405,4.1469,0.0,9.04,1.4164,0.0,2.8373,0.0,0.0,0.0,3.1467,5.2541,0.0,5.3231,2.0583,2.6917,0.0,2.6024,0.5208,328.1779,0.2421,21.3065,0.0
SRR2143590,1150.9238,1025.952,846.9412,1042.364,801.1634,323.6714,595.92,244.9122,707.844,678.2456,480.464,202.7138,250.4254,269.5065,441.106,351.6732,159.487,368.2388,520.0898,237.8263,641.2209,417.132,706.4177,82.036,416.8157,92.6916,62.2418,350.6222,114.5866,209.0182,127.1624,81.1774,0.0,52.7643,109.4373,120.1256,189.6022,171.7286,93.786,504.7406,59.0748,160.2808,116.1372,133.2686,258.059,70.819,48.7624,121.6903,0.0,54.5918,51.821,95.2935,3.0804,65.1845,46.2015,28.1135,31.3515,8.9057,34.833,97.7936,45.7342,118.5595,74.4432,44.2754,24.4968,48.3795,39.819,44.2589,0.0,119.5814,213.6819,88.2176,42.1281,48.7408,52.9365,0.2188,24.657,52.0638,54.9621,27.4016,69.6476,18.3166,51.9529,28.1191,44.0794,61.67,23.3578,32.5032,0.0,92.5698,48.8493,114.2093,34.5387,22.2439,32.4463,7.5625,0.0,23.2279,10.1696,32.4087,5.8895,0.0,8.0285,10.2489,22.3785,27.5949,12.7965,0.0,8.9871,3.9609,0.0,17.7082,13.2626,19.1277,14.8603,23.4601,0.0,58.0232,24.9601,0.0,0.8238,2.3483,0.0,9.1253,0.3262,17.3796,4.7791,7.4345,3.4001,5.74,2.2596,8.8159,0.0,7.9684,0.1449,1.733,2.9848,0.0,14.6477,6.5024,0.7394,0.0,0.0,0.0,2.5755,0.0,6.8305,5.7731,0.7885,0.0,1.6562,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,2.5656,0.0,0.0,0.0,3.3708,0.0,0.0,20.4324,1.4394,2.6655,0.0,3.1536,0.4817,322.608,0.0179,34.6562,0.0
SRR2143591,4671.916,4142.9443,3347.3577,4063.116,3113.1987,2156.3137,2075.2341,1131.2649,2625.624,2533.4893,1780.2646,838.5375,1079.8832,842.8106,1993.3792,1267.4022,440.4338,1348.9617,2099.1685,919.1569,2375.85,2017.9078,2691.9067,173.1006,1204.7339,318.811,223.7882,1013.6089,452.6998,759.8023,524.689,139.6598,0.0,254.3986,246.5112,481.4962,323.4534,573.2152,304.416,1284.2992,83.9367,601.9345,218.045,129.2065,443.885,432.6945,142.5518,356.7486,0.0,216.1831,0.0,138.238,87.4841,392.2029,184.6121,73.2576,210.9922,122.2457,31.9208,321.3898,263.3477,210.9504,176.8541,94.2386,193.0447,119.723,164.3243,167.3931,0.0,0.0,2633.4668,311.041,64.3568,0.0,95.1737,29.6447,71.0279,197.0031,0.0,13.7719,76.8321,18.962,24.2978,112.5784,27.5304,196.6359,0.0,27.442,0.0,69.1682,186.7485,162.5511,96.3188,0.0,0.0,0.0,0.0,0.0,13.5848,82.1945,14.1589,0.0,0.0,88.912,74.0724,153.8868,19.9082,0.0,13.8801,44.9788,0.0,37.0116,0.0,6.3362,0.0,0.0,0.0,147.1353,64.9122,1.5841,0.0,1.9411,4.1329,0.0,4.5628,25.4013,2.1546,24.0995,1.0621,6.1104,5.0207,0.0,0.0,5.64,0.0,0.0,8.2703,0.0,9.5817,23.7038,5.7184,10.7518,0.0,0.0,2.2756,0.0,10.6005,6.2963,0.0,0.0,1.3343,1.5553,0.7399,9.7937,0.0,12.3166,1.0177,0.0,0.1676,0.0,0.0,0.0,3.5926,5.9206,0.0,0.0,0.7539,7.9957,0.2573,6.1796,0.0049,302.559,0.0,7.913,0.2967
SRR2143593,951.8556,858.8425,692.8256,858.0258,654.245,234.5044,494.5107,197.5092,587.7458,556.2894,405.7005,155.4061,205.412,224.3326,351.4423,289.9203,139.795,297.0639,429.4534,198.683,523.7988,328.0848,585.3698,71.6417,348.2644,57.66,50.7844,313.2757,79.2394,160.9045,104.2141,65.8973,0.0,31.6232,97.5523,84.8322,169.9858,129.1984,53.3493,439.2696,59.4904,114.11,96.8916,105.5778,226.9272,43.4612,31.0276,94.0633,8.8684,35.8789,47.7401,78.5485,19.3477,49.797,43.5323,17.3962,17.7508,19.939,19.956,77.991,35.3168,140.6735,66.1496,22.1414,15.4033,40.8607,28.1047,27.2219,0.0,126.0644,89.1224,95.7005,32.8552,59.9354,39.9171,0.0857,19.4757,27.7234,74.1917,17.8391,40.9318,8.0247,30.5443,31.1323,31.9929,119.4533,0.0,25.0735,3.1896,76.8707,37.4054,143.0388,29.0242,0.0,15.9617,6.5413,0.0,2.1714,3.5145,37.6547,3.9077,0.0,10.5104,1.304,12.8711,27.6805,9.3403,0.0,4.3878,5.5758,0.0,14.8538,8.6972,7.9395,10.6642,16.6802,0.0,47.3641,21.5062,0.0,0.0,0.1728,0.0,8.0775,0.0,18.3066,3.9004,1.4242,1.3009,0.0,1.8055,5.9268,0.0,6.9597,0.0,0.1108,2.0933,0.0,8.7303,4.9206,0.0,0.0,0.0,0.0,1.4765,0.0,5.8689,5.2162,0.6966,0.0,2.4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7183,0.0,0.0,0.0,2.8334,0.0,1.1001,19.9246,1.1912,2.5861,0.0,2.7181,0.6327,321.1963,0.0,24.5686,0.0
